date,code,address,neighbourhood,municipality,collection-point,taste,odor
2020-12-13,Am. 31563/20,Rua Savero José Bruno,Aero Clube,Nova Iguaçu,Rede de Distribuição,1,1
2020-12-14,Am. 31566/20,Rua Benedito Kely,Parque Santa Eugênia,Nova Iguaçu,Rede de Distribuição,1,1
2020-12-15,Am. 26801/20,Avenida Doutor Manoel Reis,Centenário,Duque de Caxias,Rede de Distribuição,1,1
2020-12-15,Am. 33181/20,Estrada Feliciano Sodré,Centro,Mesquita,Rede de Distribuição,1,1
2020-12-15,Am. 33188/20,Rua Doutor Heitor da Costa Val,Centro,Mesquita,Rede de Distribuição,1,1
2020-12-15,S.A. 2732/20,Ladeira dos Guararapes,Cosme Velho,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-15,Am. 33906/20,Rua Batista da Costa,Lagoa,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-16,S.A. 2695/20,Alameda Calheiros da Graça - Abastecimento Carros-Pipa,Jardim Primavera,Duque de Caxias,Macro Distribuição,1,1
2020-12-16,Am. 34007/20,Rua Arquias Cordeiro,Méier,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-15,Am. 26779/20,Rua Garibalde,Jardim 25 de Agosto,Duque de Caxias,Rede de Distribuição,1,1
2020-12-16,Am. 34060/20,Rua Leverger,Realengo,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-18,S.A. 2685/20,Rua Delfim Moreira - Reservatório São Matheus - Entrada,São Matheus,São João de Meriti,Macro Distribuição,1,1
2020-12-18,S.A. 2685/20,Rua Delfim Moreira - Reservatório São Matheus - Saída,São Matheus,São João de Meriti,Macro Distribuição,1,1
2020-12-18,S.A. 2686/20,Rua Pacheco Leão - Reservatório Macacos - Entrada,Jardim Botânico,Rio de Janeiro,Macro Distribuição,1,1
2020-12-18,S.A. 2686/20,Rua Pacheco Leão - Reservatório Macacos - Saída,Jardim Botânico,Rio de Janeiro,Macro Distribuição,1,1
2020-12-18,S.A. 2687/20,Avenida Edson Passos - Reservatório Caixa Nova - Entrada,Alto da Boa Vista,Rio de Janeiro,Macro Distribuição,1,1
2020-12-18,S.A. 2687/20,Avenida Edson Passos - Reservatório Caixa Nova - Saída,Alto da Boa Vista,Rio de Janeiro,Macro Distribuição,1,1
2020-12-18,S.A. 2683/20,Rua Pernambuco - Reservatório Engenho de Dentro - Entrada,Engenho de Dentro,Rio de Janeiro,Macro Distribuição,1,1
2020-12-18,S.A. 2683/20,Rua Pernambuco - Reservatório Engenho de Dentro - Saída,Engenho de Dentro,Rio de Janeiro,Macro Distribuição,1,1
2020-12-18,S.A. 2692/20,Avenida Euclides da Cunha - Abastecimento Carros-Pipa,Vila São João,São João de Meriti,Macro Distribuição,1,1
2020-12-18,Am. 34455/20,Rua Vinte e Quatro de Maio,São Francisco Xavier,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-18,Am. 33965/20,Rua Barão,Praça Seca,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-18,S.A. 2689/20,Estrada Carlos Sampaio - Abastecimento Carros-Pipa,Jd Queimados,Queimados,Macro Distribuição,1,1
2020-12-18,S.A. 2691/20,Avenida Benjamim Pinto Dias - Abastecimento Carros-Pipa 7,Belford Roxo,Belford Roxo,Macro Distribuição,1,1
2020-12-18,S.A. 2690/20,Avenida Benjamim Pinto Dias - Abastecimento Carros-Pipa 8,Belford Roxo,Belford Roxo,Macro Distribuição,1,1
2020-12-18,Am. 34510/20,Rua José Rocha,Belford Roxo,Belford Roxo,Rede de Distribuição,1,1
2020-12-19,S.A. 2696/20,Estrada da Covana - Abastecimento Carros-Pipa,Tanque,Rio de Janeiro,Macro Distribuição,2,1
2020-12-19,Am. 34580/20,Avenida Menezes Cortes,Jacarepaguá,Rio de Janeiro,Rede de Distribuição,2,1
2020-12-20,S.A. 2261/20,Rua Gonçalves dos Santos,Penha Circular,Rio de Janeiro,Rede de Distribuição,2,1
2020-12-20,S.A. 2740/20,Rua Mercúrio,Pavuna,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-21,Am. 34653/20,Estrada Guandu do Sena,Bangu,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-21,Am. 34659/20,Rua José Gomes Farias,Bangu,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-21,Am. 34683/20,Rua Cordovil,Parada de Lucas,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-21,Am. 34624/20,Avenida Cândido Portinari,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-22,Am. 34871/20,Rua André Rocha,Jacarepaguá,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-22,Am. 34877/20,Lad Freguesia,Freguesia,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-22,Am. 34769/20,Rua Pres. Gal. Craveiro Lopes,Olinda,Nilópolis,Rede de Distribuição,1,1
2020-12-22,Am. 34791/20,Rua Dr Heitor da Costa Val,Centro,Mesquita,Rede de Distribuição,1,1
2020-12-23,Am. 34816/20,Rua Dom Silvério,Olavo Bilac,Duque de Caxias,Rede de Distribuição,1,1
2020-12-23,Am. 34987/20,Rua Muniz Barreto,Botafogo,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-23,Am. 34980/20,Rua Marquês do Paraná,Flamengo,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-23,Am. 35016/20,Estrada São João Caxias,Centro,São João de Meriti,Rede de Distribuição,1,1
2020-12-23,Am. 35029/20,Rua Cândida Pires,Centro,São João de Meriti,Rede de Distribuição,1,1
2020-12-23,Am. 34925/20,Rua Alice,Laranjeiras,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-23,Am. 34932/20,Rua do Russel,Glória,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-23,Am. 34895/20,Avenida Epitácio Pessoa,Ipanema,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-23,Am. 34907/20,Ladeira dos Tabajaras,Copacabana,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-27,Am. 35295/20,Rua Marechal Raimundo M. Belford,Pq Sta Eugenia,Nova Iguaçu,Rede de Distribuição,2,1
2020-12-27,Am. 35292/20,Avenida Governador Roberto Silveira,Centro,Nova Iguaçu,Rede de Distribuição,2,1
2020-12-27,Am. 35300/20,Rua João Martins,K-11,Nova Iguaçu,Rede de Distribuição,3,1
2020-12-27,Am. 35245/20,Rua Francis,Nova Piam,Belford Roxo,Rede de Distribuição,2,1
2020-12-27,Am. 35233/20,Rua José Muniz,Belford Roxo,Belford Roxo,Rede de Distribuição,3,1
2020-12-27,Am. 35286/20,Av. Dr. Salles Teixeira,Aero Clube,Nova Iguaçu,Rede de Distribuição,1,1
2020-12-27,Am. 35240/20,Rua Paraguai,Belford Roxo,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-28,Am. 35484/20,Rua Atílio Milano,Del Castilho,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-28,Am. 35486/20,Avenida Itaoca,Bonsucesso,Rio de Janeiro,Rede de Distribuição,3,1
2020-12-28,Am. 35494/20,Praça Aquidauana,Vicente de Carvalho,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-28,Am. 35500/20,Avenida Meriti,Vila Kosmos,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-28,S.A. 2683/20,Rua Pernambuco - Reservatório Engenho de Dentro - Saída,Engenho de Dentro,Rio de Janeiro,Macro Distribuição,2,1
2020-12-28,S.A. 2684/20,Rua Marechal Jardim - Reservatório Pedregulho - Entrada,Benfica,Rio de Janeiro,Macro Distribuição,2,1
2020-12-28,S.A. 2684/20,Rua Marechal Jardim - Reservatório Pedregulho - Saída,Benfica,Rio de Janeiro,Macro Distribuição,2,1
2020-12-30,S.A. 2693/20,Rua Capitão Damasceno - Abastecimento Carros-Pipa 1,Circular,Duque de Caxias,Macro Distribuição,1,1
2020-12-30,S.A. 2694/20,Rua Capitão Damasceno - Abastecimento Carros-Pipa 2,Circular,Duque de Caxias,Macro Distribuição,1,1
2020-12-30,Am. 35433/20,Rua Estácio de Sá,Estácio,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-30,Am. 35761/20,Rua Vieira Bueno,São Cristóvão,Rio de Janeiro,Rede de Distribuição,2,2
2020-12-30,Am. 35449/20,Rua Carmo Neto,Santo Cristo,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-30,Am. 35722/20,Rua Jardim Botânico,Jardim Botânico,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-30,Am. 35734/20,Rua Oitis,Gávea,Rio de Janeiro,Rede de Distribuição,1,1
2020-12-30,Am. 35787/20,Rua Carlos Seidl,Caju,Rio de Janeiro,Rede de Distribuição,2,2
2021-01-04,Am. 45/21,Avenida Candido Portinari,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-04,Am. 48/21,Avenida das Américas,Recreio dos Bandeirantes,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-04,Am. 151/21,Rua Licinio Cardoso,São Francisco Xavier,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-04,Am. 165/21,Rua Dona Isabel,Bonsucesso,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-05,Am. 596/21,Rua Conde de Porto Alegre,Centro,Duque de Caxias,Rede de Distribuição,2,1
2021-01-05,Am. 614/21,Rua José E M Gouvea,Olavo Bilac,Duque de Caxias,Rede de Distribuição,2,1
2021-01-06,Am. 814/21,Praia do Zumbi,Zumbi,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-06,Am. 823/21,Avenida Paranapuã,Ilha do Governador,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-06,Am. 828/20,Avenida Doutor Agenor Almeida Loyola,Bancários,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-07,Am. 977/21,Estrada Pedra,Pedra de Guaratiba,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-07,Am. 983/21,Avenida Areia Branca,Santa Cruz,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-07,Am. 872/21,Estrada Rio Grande,Taquara,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-07,Am. 883/21,Rua Bacairis,Taquara,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-08,Am. 1039/21,Rua General Carvalho,Cordovil,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-08,Am. 1131/21,Rua Cristalina Jardim Batan,Realengo,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-08,Am 1102/21,Rua Jardim Botânico,Jardim Botânico,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-08,Am. 1105/21,Rua Senador Simonsen,Jardim Botânico,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-08,S.A. 007/21,Rua Delfim Moreira - Reservatório São Matheus - Entrada,São Matheus,São João de Meriti,Macro Distribuição,1,1
2021-01-08,S.A. 007/21,Rua Delfim Moreira - Reservatório São Matheus - Saída,São Matheus,São João de Meriti,Macro Distribuição,1,1
2021-01-08,S.A. 008/21,Rua Pacheco Leão - Reservatório Macacos - Entrada,Jardim Botânico,Rio de Janeiro,Macro Distribuição,1,1
2021-01-08,S.A. 008/21,Rua Pacheco Leão - Reservatório Macacos - Saída,Jardim Botânico,Rio de Janeiro,Macro Distribuição,1,1
2021-01-10,Am. 1351/21,Rua Barra Mansa,Coelho Neto,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-10,Am. 1354/21,Rua Guassupi,Coelho Neto,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-11,Am. 901/21,Estrada Coronel Pedro Correia,Barra da Tijuca,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-11,Am. 1408/21,Rua Jucari,Irajá,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-11,Am. 1294/21,Avenida Presidente João Goulart,Vidigal,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-11,Am. 1298/21,Estrada da Gávea,Gávea,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-11,S.A. 06/21,Rua Marechal Jardim - Reservatório Pedregulho - Entrada,Benfica,Rio de Janeiro,Macro Distribuição,1,1
2021-01-11,S.A. 06/21,Rua Marechal Jardim - Reservatório Pedregulho - Saída,Benfica,Rio de Janeiro,Macro Distribuição,1,1
2021-01-12,Am. 717/21,Rua João Pessoa,Centro,Nilópolis,Rede de Distribuição,1,1
2021-01-12,Am. 708/21,Rua Doutor Heitor da Costa Val,Centro,Mesquita,Rede de Distribuição,1,1
2021-01-12,Am. 1501/21,Rua Marechal Bento Manoel,Jardim 25 de Agosto,Duque de Caxias,Rede de Distribuição,1,1
2021-01-12,S.A. 46/21,Rua Capitão Damasceno  - Abastecimento Carros-Pipa 1,Duque de Caxias,Duque de Caxias,Macro Distribuição,1,1
2021-01-12,S.A. 47/21,Rua Capitão Damasceno  - Abastecimento Carros-Pipa 2,Duque de Caxias,Duque de Caxias,Macro Distribuição,1,1
2021-01-12,S.A. 48/21,Alameda Calheiros da Graça  - Abastecimento Carros-Pipa,Duque de Caxias,Duque de Caxias,Macro Distribuição,1,1
2021-01-12,S.A. 49/21,Estrada da Covana - Abastecimento Carros-Pipa,Tanque,Rio de Janeiro,Macro Distribuição,1,1
2021-01-12,S.A. 10/21,Rua Francisca Tomé - Reservatório Centenário - Entrada,Centenário,Duque de Caxias,Macro Distribuição,1,1
2021-01-13,S.A. 09/21,Avenida Edson Passos - Reservatório Caixa Nova - Saída,Alto da Boa Vista,Rio de Janeiro,Macro Distribuição,1,1
2021-01-13,Am. 1267/21,Rua Marina,Bento Ribeiro,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-13,Am. 1703/21,Estrada do Lameirão,Santissimo,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-13,Am. 1707/21,Rua Juruena,Senador A Vasconcelos,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-14,Am. 1226/21,Rua Eneas Martins,Guadalupe,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-14,Am. 1840/21,Estrada do Galeão,Galeão,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-15,Am. 1569/21,Rua Visconde de Itamarati,Maracanã,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-15,Am. 2378/21,Rua José Bonifácio,Todos os Santos,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-15,Am. 2333/21,Rua Amoroso Lima,Cidade Nova,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-15,Am. 2385/21,Avenida João Ribeiro,Pilares,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-15,S.A. 05/21A,Rua Pernambuco - Reservatório Engenho de Dentro - Entrada,Engenho de Dentro,Rio de Janeiro,Macro Distribuição,1,1
2021-01-16,Am. 2400/21,Avenida João de Deus Menezes,N S Anton,São João de Meriti,Rede de Distribuição,2,1
2021-01-17,S.A. 43/21,Avenida Benjamim Pinto Dias - Abastecimento Carros-Pipa 8,Belf Roxo,Belford Roxo,Macro Distribuição,1,1
2021-01-17,S.A. 44/21,Avenida Benjamim Pinto Dias - Abastecimento Carros-Pipa 7,Belford Roxo,Belford Roxo,Macro Distribuição,2,1
2021-01-17,S.A. 42/21,Estrada Carlos Sampaio - Abastecimento Carros-Pipa,Jd Queimados,Queimados,Macro Distribuição,1,1
2021-01-18,Am. 2489/21,Rua Geminiano Gois,Jacarepaguá,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-18,Am. 2552/21,Avenida Brasil,Bangu,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-20,Am. 3072/21,Rua Expedicionários,Centro,São João de Meriti,Rede de Distribuição,3,1
2021-01-21,Am. 2435/21,Estrada Plinio Casado,Prata,Belford Roxo,Rede de Distribuição,2,1
2021-01-21,S.A. 110/21,Rua Soares Cabral,Laranjeiras,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-21,Am. 2958/21,Rua do Russel,Glória,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-21,S.A. 126/21,Rua Frei Caneca,Centro,Rio de Janeiro,Rede de Distribuição,3,1
2021-01-21,S.A. 78/21,Rua Mariz e Barros,Tijuca,Rio de Janeiro,Rede de Distribuição,3,1
2021-01-21,Am. 2440/21,Rua Retiro da Imprensa,Vila Heliopolis,Belford Roxo,Rede de Distribuição,2,1
2021-01-22,S.A. 151/21,Rua Doutor Bulhões,Engenho de Dentro,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-22,S.A. 118/21,Rua Lucaia,Taquara,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-23,S.A. 138/21,Rua General Carvalho,Cordovil,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-23,S.A. 65/21,Praça Manoel Mariz,Cosmos,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-23,S.A. 153/21,Rua Visconde Domingos Sepetiba,Sepetiba,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-23,S.A. 92/21,Avenida Pastor Marthin Luther King,Colégio,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-23,S.A. 152/21,Avenida Pastor Marthin Luther King,Coelho Neto,Rio de Janeiro,Rede de Distribuição,3,1
2021-01-23,S.A. 176/21,Rua Dr. Crespo,Recreio,Rio de Janeiro,Rede de Distribuição,3,1
2021-01-23,S.A. 162/21,Estrada Marechal Alencastro,Anchieta,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-23,S.A. 137/21,Estrada Cabuçu de baixo,Guaratiba,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-23,S.A. 175/21,Rua João da Silva Santos,Inhoaíba,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-23,S.A. 168/21,Rua Manoel Machado,Vaz Lobo,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-23,S.A. 167/21,Rua Japoara,Ricardo de Albuquerque,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-23,S.A. 124/21,Rua Carolina Amado,Irajá,Rio de Janeiro,Rede de Distribuição,3,1
2021-01-23,S.A. 166/21,Avenida Pastor Marthin Luther King,Pavuna,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-23,-,Rua Alcides Maia,Bento Ribeiro,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-23,-,Estrada do Engenho da Água,Gardênia,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-23,S.A. 154/21,Rua Iriju,Taquara,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-23,S.A. 122/21,Rua Carlos Xavier,Oswaldo Cruz,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-23,-,Rua Barão,Praça Seca,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-23,-,Rua Candido Benício,Campinho,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 181/21,Rua Getúlio,Méier,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 182/21,Rua Bernardo Guimarães,Quintino,Rio de Janeiro,Rede de Distribuição,3,1
2021-01-24,S.A. 177/21,Avenida Dom Helder Câmara,Benfica,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-24,S.A. 179/21,Avenida Amaro Cavalcante,Engenho de Dentro,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-24,S.A. 178/21,Rua Cachambi,Cachambi,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,Am. 2787/21,Rua Sanatório,Madureira,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 131/21,Estrada Intendente Magalhães,Cascadura,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 180/21,Rua Souza Barros,Engenho Novo,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 174/21,Rua Crato,Penha,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 183/21,Rua Mariana Portela,Sampaio,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-24,S.A. 184/21,Rua Pedro Américo,Catete,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-24,S.A. 187/21,Boulevard 28 de Setembro,Vila Isabel,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 171/21,Rua Padre Januário,Inhaúma,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 170/21,Rua Piaiba,Brás de Pina,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 119/21,Rua Prefeito João Felipe,Santa Teresa,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 141/21,Rua Vitorio de Costa,Humaitá,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 172/21,Rua Xavier Faria,São Cristóvão,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-24,S.A. 113/21,Travessa Machado de Oliveira,Ramos,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 148/21,Rua Oito de Dezembro,Maracanã,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-24,S.A. 145/21,Rua Leopoldo,Andaraí,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-24,S.A. 134/21,Rua São Clemente,Botafogo,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 128/21,Rua Carlos Gois,Leblon,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 188/21,Rua Jornalista José Rego,São Conrado,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-24,S.A. 185/21,Rua Estácio de Sá,Estácio,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-25,S.A. 129/21,Rua Paula Nei,Realengo,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-25,S.A. 143/21,Praça Ricardo Gonçalves,Realengo,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-25,S.A. 142/21,Estrada Viegas,Senador Camará,Rio de Janeiro,Rede de Distribuição,4,1
2021-01-25,Am. 3359/21,Rua Gomes Serpa,Piedade,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-25,Am. 3351/21,Rua Primo Teixeira,Encantado,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-25,S.A. 133/21,Rua Ary Lobo,Campo Grande,Rio de Janeiro,Rede de Distribuição,3,1
2021-01-25,Am. 3374/21,Rua Lopes Quintas,Jardim Botânico,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-25,S.A. 130/21,Rua Sananduva,Campo Grande,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-26,Am. 3094/21,Rua Garibalde,Jardim 25 de Agosto,Duque de Caxias,Rede de Distribuição,2,1
2021-01-26,Am. 3415/21,Rua Nossa Senhora de Fátima,Olinda,Nilópolis,Rede de Distribuição,2,1
2021-01-26,Am. 3405/21,Rua Doutor Heitor da Costa Val,Centro,Mesquita,Rede de Distribuição,3,1
2021-01-26,Am. 3110/21,Rua José E M Gouvea,Olavo Bilac,Duque de Caxias,Rede de Distribuição,2,1
2021-01-26,S.A. 2773/20,Rua Silvestre Filippi,Parque Anchieta,Rio de Janeiro,Rede de Distribuição,3,1
2021-01-27,S.A. 221/21,Rua 19,Paciência,Rio de Janeiro,Rede de Distribuição,4,2
2021-01-27,Am. 3588/21,Rua Barros Alarcão,Guaratiba,Rio de Janeiro,Rede de Distribuição,1,1
2021-01-27,Am. 3599/21,Rua Prado,Santa Cruz,Rio de Janeiro,Rede de Distribuição,4,2
2021-01-27,S.A. 155/21,Rua Uberlândia,Realengo,Rio de Janeiro,Rede de Distribuição,3,1
2021-01-27,S.A. 196/21,Estrada do Pré,Senador A Vasconcelos,Rio de Janeiro,Rede de Distribuição,6,1
2021-01-27,Am. 3564/21,Rua Marata,Campo Grande,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-27,Am. 3655/21,Rua General Roca,Tijuca,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-27,Am. 3679/21,Rua Itabaiana,Grajaú,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-27,Am. 3694/21,Avenida Edson Passos,Alto da Boa Vista,Rio de Janeiro,Macro Distribuição,6,2
2021-01-27,S.A. 161/21,Avenida Nazare,Pavuna,Rio de Janeiro,Rede de Distribuição,4,2
2021-01-27,S.A. 165/21,Rua Luiz Prata,Parada de Lucas,Rio de Janeiro,Rede de Distribuição,4,2
2021-01-28,S.A. 216/21,Rua Dom Oscar Romero,Campo Grande,Rio de Janeiro,Rede de Distribuição,4,1
2021-01-28,S.A. 212/21,Rua Helena,Realengo,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-28,S.A. 23/21A,Rua Yamagata,Bangu,Rio de Janeiro,Rede de Distribuição,6,1
2021-01-28,S.A. 208/21,Rua Japura,Praça Seca,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-28,S.A. 207/21A,Rua Igarata,Marechal Hermes,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-28,S.A. 205/21,Rua Sen. Nabuco,Vila Isabel,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-28,S.A. 24/21A,Rua Nova Era,Campo Grande,Rio de Janeiro,Rede de Distribuição,8,1
2021-01-28,S.A. 203/21,Avenida Josino Fernandes,Bangu,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-28,S.A. 222/21,Rua José Higino,Tijuca,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-28,S.A. 225/21,Rua Prof. Gabizo,Tijuca,Rio de Janeiro,Rede de Distribuição,8,1
2021-01-28,S.A. 206/21,Rua Doutor Nunes,Olaria,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-29,Am. 3890/21,Rua Coronel Moreira Cesar,Pavuna,Rio de Janeiro,Rede de Distribuição,6,2
2021-01-29,S.A. 219/21,Rua Cristóvão Xavier Lopes,Coelho Neto,Rio de Janeiro,Rede de Distribuição,4,1
2021-01-29,Am. 3902/21,Avenida Menezes Cortes,Jacarepagua,Rio de Janeiro,Rede de Distribuição,3,1
2021-01-29,S.A. 226/21,Rua Marechal José Bevilaqua,Taquara,Rio de Janeiro,Rede de Distribuição,8,1
2021-01-29,Am. 3925/21,Estrada dos Três Rios,Jacarepagua,Rio de Janeiro,Rede de Distribuição,8,1
2021-01-29,S.A. 215/21,Alameda Cruzeiro,Pavuna,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-29,S.A. 242/21,Rua Marques de Sabara,Jardim Botânico,Rio de Janeiro,Rede de Distribuição,8,1
2021-01-29,S.A. 1625/20C,Rua General Galieni,Bonsucesso,Rio de Janeiro,Rede de Distribuição,6,2
2021-01-29,S.A. 5/21B,Rua Pernambuco - Reservatório Engenho de Dentro - Saída,Engenho de Dentro,Rio de Janeiro,Macro Distribuição,3,1
2021-01-29,S.A. 256/21,Rua Miguel Cervantes,Cachambi,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-29,S.A. 257/21,Providência - Elevatória,Gamboa,Rio de Janeiro,Macro Distribuição,4,1
2021-01-29,S.A. 257/21,Providência - Saída,Gamboa,Rio de Janeiro,Macro Distribuição,6,2
2021-01-29,S.A. 253/21,Rua Amoroso Lima,Cidade Novo,Rio de Janeiro,Rede de Distribuição,2,1
2021-01-30,Am. 4267/21,Avenida Doutor Salles Teixeira,Aero Clube,Nova Iguaçu,Rede de Distribuição,4,2
2021-01-30,Am. 4281/21,Rua João Martins,K-11,Nova Iguaçu,Rede de Distribuição,4,2
2021-01-30,Am. 4270/21,Rua Dom Adriano Hiópolito,Moquetá,Nova Iguaçu,Rede de Distribuição,4,2
2021-01-30,Am. 3729/21,Rua Guilherme P Cavalcante,Centro,São João de Meriti,Rede de Distribuição,4,2
2021-01-30,Am. 3720/21,Rua Luiz Laudares,Parque Analândia,São João de Meriti,Rede de Distribuição,4,2
2021-01-31,S.A. 267/21,Rua Modesto Brocos,Horto,Rio de Janeiro,Rede de Distribuição,8,2
2021-01-31,Am. 4337/21,Rua Souza  Barros,Engenho Novo,Rio de Janeiro,Rede de Distribuição,8,2
